OUTCOME,Exposure.Coefficient,Std.Error Coef.Exp,Residual Variance of Model,Components of Variance Correlation,VAR COR,SD COR,Model Structure,IQR of Exposure,Coef IQR
FVC_pp_GLI,2.02944681829737,1.60410263981187,60.4840126268498,id,118.794278094219,10.8992787878015,x ~ log_msp_pm10 + season + (1 | id),0.81490637183818,2.4904048961104

FVC_pp_GLI, , , ,Residual,60.4840126268498,7.77714681787928, ,0.81490637183818, 

FVC_Zscore_GLI,0.154971397404268,0.128837763303173,0.383982554622261,id,0.83784822843981,0.915340498634148,x ~ log_msp_pm10 + season + (1 | id),0.81490637183818,0.190170800916307

FVC_Zscore_GLI, , , ,Residual,0.383982554622261,0.619663259054675, ,0.81490637183818, 

FEV1_FVC,0.00158151375230545,0.0102040145777684,0.00237909581531846,id,0.00565372272466207,0.0751912410102538,x ~ log_msp_pm10 + season + (1 | id),0.81490637183818,0.00194073062496498

FEV1_FVC, , , ,Residual,0.00237909581531846,0.0487759758007819, ,0.81490637183818, 

FEV1_FVC_pp_GLI,0.0570921279882326,1.15791706659009,30.479421459433,id,75.1312774308682,8.66783003010951,x ~ log_msp_pm10 + season + (1 | id),0.81490637183818,0.0700597393286423

FEV1_FVC_pp_GLI, , , ,Residual,30.479421459433,5.52081710070466, ,0.81490637183818, 

FEV1_FVC_Zscore_GLI,-0.0121465753858016,0.125786223560638,0.356571830951885,id,0.937095954170064,0.968037165696681,x ~ log_msp_pm10 + season + (1 | id),0.81490637183818,-0.0149054858393151

FEV1_FVC_Zscore_GLI, , , ,Residual,0.356571830951885,0.597136358758939, ,0.81490637183818, 

FEF2575_pp_GLI,1.36598597741532,3.21504634029591,242.445559513039,id,482.816595910096,21.9730879921347,x ~ log_msp_pm10 + season + (1 | id),0.81490637183818,1.67624898346797

FEF2575_pp_GLI, , , ,Residual,242.445559513039,15.5706634255911, ,0.81490637183818, 

FEF2575_Zscore_GLI,0.0677223228403435,0.159125375462295,0.604898077520614,id,1.07397272719817,1.03632655432454,x ~ log_msp_pm10 + season + (1 | id),0.81490637183818,0.0831044217847783

FEF2575_Zscore_GLI, , , ,Residual,0.604898077520614,0.777751938294347, ,0.81490637183818, 

FeNO_avg,0.526067426935713,0.335043152638591,296.536128905884,id,398.96694318919,19.9741568830624,x ~ CDPHE_PM10_mean + age + gender + race_afam + season + (1 | id),10,0.0526067426935713

FeNO_avg, , , ,Residual,296.536128905884,17.2202244150849, ,10, 

log_FeNO_avg,0.0187611913837724,0.0096776366920772,0.243847636465173,id,0.379695298080522,0.616194204841722,x ~ CDPHE_PM10_mean + age + gender + race_afam + season + (1 | id),10,0.00187611913837724

log_FeNO_avg, , , ,Residual,0.243847636465173,0.493809311845345, ,10, 

CASI_Total_wFxn,0.0261062733272805,0.0366855559241901,3.69102214580536,id,3.48788569497408,1.86758820272941,x ~ CDPHE_PM10_mean + age + gender + race_afam + season + (1 | id),10,0.00261062733272805

CASI_Total_wFxn, , , ,Residual,3.69102214580536,1.92120330673392, ,10, 

CACT_ACT_cont,-0.0299084111333939,0.0761050889986504,18.344154721114,id,3.6003254736268,1.8974523639941,x ~ CDPHE_PM10_mean + age + gender + race_afam + season + (1 | id),10,-0.00299084111333939

CACT_ACT_cont, , , ,Residual,18.344154721114,4.28300767231557, ,10, 

FEV1_pp_GLI,-0.111771522916871,0.201640476773505,108.734594958784,id,158.284286070055,12.5811083005455,x ~ CDPHE_PM10_mean + season + (1 | id),10,-0.0111771522916871

FEV1_pp_GLI, , , ,Residual,108.734594958784,10.4275881659559, ,10, 

FEV1_Zscore_GLI,-0.0100229843806158,0.0161511617710736,0.693456532061833,id,1.07489812121164,1.03677293618788,x ~ CDPHE_PM10_mean + season + (1 | id),10,-0.00100229843806158

FEV1_Zscore_GLI, , , ,Residual,0.693456532061833,0.832740374943976, ,10, 

FVC_pp_GLI,-0.0760829296767927,0.153514200756441,61.4756536575368,id,117.751969787472,10.8513579697415,x ~ CDPHE_PM10_mean + season + (1 | id),10,-0.00760829296767927

FVC_pp_GLI, , , ,Residual,61.4756536575368,7.84064115092234, ,10, 

FVC_Zscore_GLI,-0.00666551219011009,0.0122704348086862,0.38928093668478,id,0.83100002503486,0.911592027737661,x ~ CDPHE_PM10_mean + season + (1 | id),10,-0.000666551219011009

FVC_Zscore_GLI, , , ,Residual,0.38928093668478,0.623923822821969, ,10, 

FEV1_FVC,-0.000279031911380752,0.000959606816463106,0.00235943245343225,id,0.00566395041604493,0.0752592214685013,x ~ CDPHE_PM10_mean + season + (1 | id),10,-2.79031911380752e-05

FEV1_FVC, , , ,Residual,0.00235943245343225,0.0485739894741234, ,10, 

FEV1_FVC_pp_GLI,-0.0274950599082944,0.108752480099445,30.2210160887128,id,75.3045642412238,8.67782024711412,x ~ CDPHE_PM10_mean + season + (1 | id),10,-0.00274950599082944

FEV1_FVC_pp_GLI, , , ,Residual,30.2210160887128,5.49736446751649, ,10, 

FEV1_FVC_Zscore_GLI,-0.00197048175737081,0.0118074828616813,0.354789504352795,id,0.936164723714925,0.967556057143422,x ~ CDPHE_PM10_mean + season + (1 | id),10,-0.000197048175737081

FEV1_FVC_Zscore_GLI, , , ,Residual,0.354789504352795,0.595642094174677, ,10, 

FEF2575_pp_GLI,-0.189518184166521,0.303480334751846,239.333572646271,id,479.950496156869,21.9077725055942,x ~ CDPHE_PM10_mean + season + (1 | id),10,-0.0189518184166521

FEF2575_pp_GLI, , , ,Residual,239.333572646271,15.4704095823695, ,10, 

FEF2575_Zscore_GLI,-0.0104585601416453,0.0150769126412081,0.596391698301648,id,1.06838780323742,1.03362846479643,x ~ CDPHE_PM10_mean + season + (1 | id),10,-0.00104585601416453

FEF2575_Zscore_GLI, , , ,Residual,0.596391698301648,0.772264008161489, ,10, 

FeNO_avg,5.52109692648025,3.35096976801728,318.36507300325,id,365.471134100513,19.1172993411861,x ~ log_vest_NO2 + age + gender + race_afam + season + (1 | id),0.73865049519546,7.47457283572155

FeNO_avg, , , ,Residual,318.36507300325,17.8427877026896, ,0.73865049519546, 

log_FeNO_avg,0.158563345697362,0.0974468457118463,0.26083795887417,id,0.349785908429227,0.591427010229687,x ~ log_vest_NO2 + age + gender + race_afam + season + (1 | id),0.73865049519546,0.214666268727544

log_FeNO_avg, , , ,Residual,0.26083795887417,0.510722976646019, ,0.73865049519546, 

CASI_Total_wFxn,-0.117062733948477,0.341941586839168,3.38429833632894,id,3.60474175674013,1.89861574752242,x ~ log_vest_NO2 + age + gender + race_afam + season + (1 | id),0.73865049519546,-0.158481900045976

CASI_Total_wFxn, , , ,Residual,3.38429833632894,1.83964625304131, ,0.73865049519546, 

CACT_ACT_cont,0.681318945147287,0.663372724901047,18.1985837364769,id,2.81749171081493,1.67853856399397,x ~ log_vest_NO2 + age + gender + race_afam + season + (1 | id),0.73865049519546,0.922383386430951

CACT_ACT_cont, , , ,Residual,18.1985837364769,4.26597980966587, ,0.73865049519546, 

FEV1_pp_GLI,1.01825139404072,2.02410371291354,115.534131843322,id,160.25696980865,12.6592641890692,x ~ log_vest_NO2 + season + (1 | id),0.73865049519546,1.37852935950618

FEV1_pp_GLI, , , ,Residual,115.534131843322,10.748680469868, ,0.73865049519546, 

FEV1_Zscore_GLI,0.0846885003253493,0.162366507867187,0.732219665886599,id,1.09710526995147,1.04742793067183,x ~ log_vest_NO2 + season + (1 | id),0.73865049519546,0.114653006904083

FEV1_Zscore_GLI, , , ,Residual,0.732219665886599,0.855698349821127, ,0.73865049519546, 

FVC_pp_GLI,0.794942276484715,1.57707269480696,66.9010741409629,id,118.886835908919,10.9035240133142,x ~ log_vest_NO2 + season + (1 | id),0.73865049519546,1.07620895356519

FVC_pp_GLI, , , ,Residual,66.9010741409629,8.1793076810304, ,0.73865049519546, 

FVC_Zscore_GLI,0.0630906092463356,0.126660371236869,0.423211738315074,id,0.839537557426425,0.916262821152547,x ~ log_vest_NO2 + season + (1 | id),0.73865049519546,0.0854133445475328

FVC_Zscore_GLI, , , ,Residual,0.423211738315074,0.650547260631443, ,0.73865049519546, 

FEV1_FVC,0.00193194142829792,0.00983907071847211,0.00251130411971615,id,0.0055036974855826,0.0741869091254151,x ~ log_vest_NO2 + season + (1 | id),0.73865049519546,0.00261550143249642

FEV1_FVC, , , ,Residual,0.00251130411971615,0.0501129137021203, ,0.73865049519546, 

FEV1_FVC_pp_GLI,0.16289858362103,1.11694959391332,32.1796943117871,id,73.0388743915086,8.54627839421982,x ~ log_vest_NO2 + season + (1 | id),0.73865049519546,0.220535401628512

FEV1_FVC_pp_GLI, , , ,Residual,32.1796943117871,5.67271489780574, ,0.73865049519546, 

FEV1_FVC_Zscore_GLI,0.0225472270282816,0.12168834259604,0.378773837683264,id,0.906133829851786,0.951910620726435,x ~ log_vest_NO2 + season + (1 | id),0.73865049519546,0.0305248925912047

FEV1_FVC_Zscore_GLI, , , ,Residual,0.378773837683264,0.615446047743638, ,0.73865049519546, 

FEF2575_pp_GLI,1.85930005625746,3.06993302558705,249.408516031388,id,485.783020696755,22.0404859451137,x ~ log_vest_NO2 + season + (1 | id),0.73865049519546,2.51715807185028

FEF2575_pp_GLI, , , ,Residual,249.408516031388,15.7926728589998, ,0.73865049519546, 

FEF2575_Zscore_GLI,0.0777907789542528,0.151712671170419,0.621085013602387,id,1.08463119694979,1.04145628662455,x ~ log_vest_NO2 + season + (1 | id),0.73865049519546,0.105314732014994

FEF2575_Zscore_GLI, , , ,Residual,0.621085013602387,0.78808947055673, ,0.73865049519546, 

FeNO_avg,5.6523592314822,2.99924459111637,302.245533686764,id,370.063089103381,19.2370239149246,x ~ log_stat_NO2 + age + gender + race_afam + season + (1 | id),1.02029851532572,7.65227840263817

FeNO_avg, , , ,Residual,302.245533686764,17.3852101996715, ,1.02029851532572, 

log_FeNO_avg,0.178621937204396,0.0876025290971773,0.249610121202029,id,0.35070076810532,0.592199939298646,x ~ log_stat_NO2 + age + gender + race_afam + season + (1 | id),1.02029851532572,0.241821996148706

log_FeNO_avg, , , ,Residual,0.249610121202029,0.499609969077909, ,1.02029851532572, 

CASI_Total_wFxn,0.113052575642773,0.319648109785888,3.72960498957497,id,3.55950863631739,1.88666601080249,x ~ log_stat_NO2 + age + gender + race_afam + season + (1 | id),1.02029851532572,0.15305286651552

CASI_Total_wFxn, , , ,Residual,3.72960498957497,1.93121852455256, ,1.02029851532572, 

CACT_ACT_cont,0.70758895179181,0.597020471324126,17.5764536892339,id,4.22090733928992,2.05448468947566,x ~ log_stat_NO2 + age + gender + race_afam + season + (1 | id),1.02029851532572,0.957948253462647

CACT_ACT_cont, , , ,Residual,17.5764536892339,4.19242813763503, ,1.02029851532572, 

FEV1_pp_GLI,0.397264089274281,1.77584707056535,105.830207928566,id,163.144954651137,12.7728209355309,x ~ log_stat_NO2 + season + (1 | id), ,0.53782416969633

FEV1_pp_GLI, , , ,Residual,105.830207928566,10.2873810043454, , , 

FEV1_Zscore_GLI,0.0329887661577911,0.142515932034229,0.670923732085834,id,1.11061035699913,1.05385499808993,x ~ log_stat_NO2 + season + (1 | id), ,0.0446608597332107

FEV1_Zscore_GLI, , , ,Residual,0.670923732085834,0.81909934201282, , , 

FVC_pp_GLI,0.362664367304241,1.38902553224424,61.6017943054801,id,119.82480243208,10.9464515909074,x ~ log_stat_NO2 + season + (1 | id), ,0.490982365358428

FVC_pp_GLI, , , ,Residual,61.6017943054801,7.84868105515061, , , 

FVC_Zscore_GLI,0.0292259575682312,0.111709402510359,0.389962316478588,id,0.845525191520588,0.919524437696241,x ~ log_stat_NO2 + season + (1 | id), ,0.0395666932579494

FVC_Zscore_GLI, , , ,Residual,0.389962316478588,0.624469628147429, , , 

FEV1_FVC,-0.00191634001869293,0.00865263762590716,0.00227235986915842,id,0.00576976935878879,0.0759589978790452,x ~ log_stat_NO2 + season + (1 | id), ,-0.00259437992820384

FEV1_FVC, , , ,Residual,0.00227235986915842,0.0476692759453971, , , 

FEV1_FVC_pp_GLI,-0.267487051850312,0.981294696684535,29.024883695605,id,76.6771659611926,8.75654988915112,x ~ log_stat_NO2 + season + (1 | id), ,-0.362129388107335

FEV1_FVC_pp_GLI, , , ,Residual,29.024883695605,5.38747470486915, , , 

FEV1_FVC_Zscore_GLI,-0.0168505003260693,0.107064689471771,0.342843351110554,id,0.947864743814879,0.973583454982098,x ~ log_stat_NO2 + season + (1 | id), ,-0.0228125486081349

FEV1_FVC_Zscore_GLI, , , ,Residual,0.342843351110554,0.585528266704993, , , 

FEF2575_pp_GLI,0.986605731448457,2.69743433882934,227.493656466504,id,491.936147274171,22.1796336145161,x ~ log_stat_NO2 + season + (1 | id), ,1.33568682058134

FEF2575_pp_GLI, , , ,Residual,227.493656466504,15.0828928414447, , , 

FEF2575_Zscore_GLI,0.0319045254053174,0.133222620211121,0.566985537551204,id,1.09983985991089,1.04873250159938,x ~ log_stat_NO2 + season + (1 | id), ,0.0431929926438009

FEF2575_Zscore_GLI, , , ,Residual,0.566985537551204,0.752984420523561, , , 

FeNO_avg,5.47542806322241,11.1149901853141,305.009769610063,id,398.846865312257,19.9711508259353,x ~ log_CDPHE_NO2_mean + age + gender + race_afam + season + (1 | id),0.333118237375837,7.41274540372916

FeNO_avg, , , ,Residual,305.009769610063,17.4645288974556, ,0.333118237375837, 

log_FeNO_avg,0.320043894152665,0.32243581587175,0.253337602293619,id,0.376404662116441,0.613518265511664,x ~ log_CDPHE_NO2_mean + age + gender + race_afam + season + (1 | id),0.333118237375837,0.433281905629774

log_FeNO_avg, , , ,Residual,0.253337602293619,0.503326536448873, ,0.333118237375837, 

CASI_Total_wFxn,0.0130400741271286,1.28165159384765,3.69211187245618,id,3.55241465220299,1.88478504137819,x ~ log_CDPHE_NO2_mean + age + gender + race_afam + season + (1 | id),0.333118237375837,0.0176539164489127

CASI_Total_wFxn, , , ,Residual,3.69211187245618,1.92148689104458, ,0.333118237375837, 

CACT_ACT_cont,1.89089122179363,2.50209892613691,17.9990544949833,id,3.98008598665969,1.99501528481856,x ~ log_CDPHE_NO2_mean + age + gender + race_afam + season + (1 | id),0.333118237375837,2.55992683155688

CACT_ACT_cont, , , ,Residual,17.9990544949833,4.24252925682114, ,0.333118237375837, 

FEV1_pp_GLI,7.60093179778186,7.04408099008061,106.892085153972,id,160.539056576742,12.6704008056865,x ~ log_CDPHE_NO2_mean + season + (1 | id),0.333118237375837,10.2902954065854

FEV1_pp_GLI, , , ,Residual,106.892085153972,10.3388628559418, ,0.333118237375837, 

FEV1_Zscore_GLI,0.546514338083305,0.565296213837893,0.684149812740477,id,1.09097259153685,1.04449633390302,x ~ log_CDPHE_NO2_mean + season + (1 | id),0.333118237375837,0.739882179241872

FEV1_Zscore_GLI, , , ,Residual,0.684149812740477,0.827133491487606, ,0.333118237375837, 

FVC_pp_GLI,3.85536022819855,5.38118688641002,60.7107308427221,id,120.153711920593,10.9614648619878,x ~ log_CDPHE_NO2_mean + season + (1 | id),0.333118237375837,5.21946475806309

FVC_pp_GLI, , , ,Residual,60.7107308427221,7.7917091092213, ,0.333118237375837, 

FVC_Zscore_GLI,0.297211644160794,0.430586563893568,0.385107995531443,id,0.846402754065592,0.920001496773561,x ~ log_CDPHE_NO2_mean + season + (1 | id),0.333118237375837,0.402371143178001

FVC_Zscore_GLI, , , ,Residual,0.385107995531443,0.620570701476829, ,0.333118237375837, 

FEV1_FVC,0.0471783578996327,0.0335403128685588,0.00231971573499083,id,0.00555896692498583,0.0745584798999137,x ~ log_CDPHE_NO2_mean + season + (1 | id),0.333118237375837,0.06387101640966

FEV1_FVC, , , ,Residual,0.00231971573499083,0.0481634273592612, ,0.333118237375837, 

FEV1_FVC_pp_GLI,5.36845776538527,3.80070032001911,29.6954523276313,id,73.9184150728647,8.59758193173317,x ~ log_CDPHE_NO2_mean + season + (1 | id),0.333118237375837,7.26792684808894

FEV1_FVC_pp_GLI, , , ,Residual,29.6954523276313,5.44935338619467, ,0.333118237375837, 

FEV1_FVC_Zscore_GLI,0.477197716992068,0.413837752007847,0.350430746482177,id,0.925438012991513,0.961996888244194,x ~ log_CDPHE_NO2_mean + season + (1 | id),0.333118237375837,0.646039933765688

FEV1_FVC_Zscore_GLI, , , ,Residual,0.350430746482177,0.59197191359234, ,0.333118237375837, 

FEF2575_pp_GLI,10.6046314047967,10.6513510624179,237.398667176408,id,479.938083544517,21.9074892113295,x ~ log_CDPHE_NO2_mean + season + (1 | id),0.333118237375837,14.3567647673349

FEF2575_pp_GLI, , , ,Residual,237.398667176408,15.4077469857344, ,0.333118237375837, 

FEF2575_Zscore_GLI,0.553847112318997,0.52853655102248,0.59037493150812,id,1.07291762554724,1.0358173707499,x ~ log_CDPHE_NO2_mean + season + (1 | id),0.333118237375837,0.749809437510008

FEF2575_Zscore_GLI, , , ,Residual,0.59037493150812,0.768358595649271, ,0.333118237375837, 

FeNO_avg,0.929162634820898,1.89499629222173,305.386122907086,id,382.967372654771,19.5695521832967,x ~ nicalert + age + gender + race_afam + season + (1 | id),2,0.464581317410449

FeNO_avg, , , ,Residual,305.386122907086,17.47530036672, ,2, 

log_FeNO_avg,0.050401254944515,0.0540259670286906,0.246354884112057,id,0.358901381867458,0.599083785348475,x ~ nicalert + age + gender + race_afam + season + (1 | id),2,0.0252006274722575

log_FeNO_avg, , , ,Residual,0.246354884112057,0.496341499486046, ,2, 

CASI_Total_wFxn,-0.0155934390950762,0.209365699386755,3.60837844842014,id,3.75018111169477,1.93653843537761,x ~ nicalert + age + gender + race_afam + season + (1 | id),2,-0.00779671954753811

CASI_Total_wFxn, , , ,Residual,3.60837844842014,1.89957322796994, ,2, 

CACT_ACT_cont,0.144506387116624,0.467110437435378,18.7516564654391,id,3.34447611781011,1.82879088957981,x ~ nicalert + age + gender + race_afam + season + (1 | id),2,0.0722531935583121

CACT_ACT_cont, , , ,Residual,18.7516564654391,4.33031828685133, ,2, 

FEV1_pp_GLI,-1.47545015444896,1.15036832427817,106.219215203068,id,165.746862323313,12.874271331742,x ~ nicalert + season + (1 | id),2,-0.737725077224478

FEV1_pp_GLI, , , ,Residual,106.219215203068,10.3062706738698, ,2, 

FEV1_Zscore_GLI,-0.117346833543874,0.0920953341651569,0.678385062647095,id,1.1241134401981,1.06024216111136,x ~ nicalert + season + (1 | id),2,-0.0586734167719368

FEV1_Zscore_GLI, , , ,Residual,0.678385062647095,0.823641343454233, ,2, 

FVC_pp_GLI,-0.988408013194566,0.872007057957098,60.169291173743,id,121.361971389399,11.0164409583767,x ~ nicalert + season + (1 | id),2,-0.494204006597283

FVC_pp_GLI, , , ,Residual,60.169291173743,7.75688669336758, ,2, 

FVC_Zscore_GLI,-0.0780447962913908,0.069651448326255,0.381932741254758,id,0.852641181405563,0.923385716483401,x ~ nicalert + season + (1 | id),2,-0.0390223981456954

FVC_Zscore_GLI, , , ,Residual,0.381932741254758,0.618007072172122, ,2, 

FEV1_FVC,-0.0060267213767577,0.00544412221768343,0.0023220661140943,id,0.00574745063373,0.0758119425534658,x ~ nicalert + season + (1 | id),2,-0.00301336068837885

FEV1_FVC, , , ,Residual,0.0023220661140943,0.0481878212216977, ,2, 

FEV1_FVC_pp_GLI,-0.693232199650319,0.616734176875205,29.7542002576014,id,76.20196812339,8.72937386777482,x ~ nicalert + season + (1 | id),2,-0.34661609982516

FEV1_FVC_pp_GLI, , , ,Residual,29.7542002576014,5.45474108071147, ,2, 

FEV1_FVC_Zscore_GLI,-0.0923524537240619,0.0664942416240798,0.344755331857281,id,0.951485740313009,0.975441305416686,x ~ nicalert + season + (1 | id),2,-0.046176226862031

FEV1_FVC_Zscore_GLI, , , ,Residual,0.344755331857281,0.587158693929743, ,2, 

FEF2575_pp_GLI,-2.80274302581135,1.70787753011433,229.823419088232,id,504.565992846423,22.4625464461717,x ~ nicalert + season + (1 | id),2,-1.40137151290567

FEF2575_pp_GLI, , , ,Residual,229.823419088232,15.1599280700217, ,2, 

FEF2575_Zscore_GLI,-0.125989612465328,0.0853349289891152,0.577273160424924,id,1.12433688169068,1.06034752873324,x ~ nicalert + season + (1 | id),2,-0.0629948062326642

FEF2575_Zscore_GLI, , , ,Residual,0.577273160424924,0.759784943536607, ,2, 

 , , , , , , , 
